1	40	0	0	1000	0	40	-1	3	2
2	40	0	0	1000	0	40	-1	3	2
3	40	0	0	1000	0	40	-1	3	2
4	40	0	0	1000	0	40	-1	3	2
5	40	0	0	1000	0	40	-1	3	2
6	40	0	0	1000	0	40	-1	3	2
7	40	0	0	1000	0	40	-1	3	2
8	40	0	0	1000	0	40	-1	3	2
9	40	0	0	1000	0	40	-1	3	2
10	40	0	0	1000	0	40	-1	3	2
11	40	0	0	1000	0	40	-1	3	2
12	40	0	0	1000	0	40	-1	3	2
13	40	0	0	1000	0	40	-1	3	2
14	40	0	0	1000	0	40	-1	3	2
15	40	0	0	1000	0	40	-1	3	2
16	40	0	0	1000	0	40	-1	3	2
17	40	0	0	1000	0	40	-1	3	2
18	40	0	0	1000	0	40	-1	3	2
19	40	0	0	1000	0	40	-1	3	2
20	40	0	0	1000	0	40	-1	3	2
21	40	0	0	1000	0	40	-1	3	2
22	40	0	0	1000	0	40	-1	3	2
23	40	0	0	1000	0	40	-1	3	2
24	40	0	0	1000	0	40	-1	3	2
25	40	0	0	1000	0	40	-1	3	2
26	40	0	0	1000	0	40	-1	3	2
27	40	0	0	1000	0	40	-1	3	2
28	40	0	0	1000	0	40	-1	3	2
29	40	0	0	1000	0	40	-1	3	2
30	40	0	0	1000	0	40	-1	3	2
31	40	0	0	1000	0	40	-1	3	2
32	40	0	0	1000	0	40	-1	3	2
33	40	0	0	1000	0	40	-1	3	2
34	40	0	0	1000	0	40	-1	3	2
35	40	0	0	1000	0	40	-1	3	2
36	40	0	0	1000	0	40	-1	3	2
37	40	0	0	1000	0	40	-1	3	2
38	40	0	0	1000	0	40	-1	3	2
39	40	0	0	1000	0	40	-1	3	2
40	40	0	0	1000	0	40	-1	3	2
41	40	0	0	1000	0	40	-1	3	2
42	40	0	0	1000	0	40	-1	3	2
43	40	0	0	1000	0	40	-1	3	2
44	40	0	0	1000	0	40	-1	3	2
45	40	0	0	1000	0	40	-1	3	2
46	40	0	0	1000	0	40	-1	3	2
47	40	0	0	1000	0	40	-1	3	2
48	40	0	0	1000	0	40	-1	3	2
49	40	0	0	1000	0	40	-1	3	2
50	40	0	0	1000	0	40	-1	3	2
51	40	0	0	1000	0	40	-1	3	2
52	40	0	0	1000	0	40	-1	3	2
53	40	0	0	1000	0	40	-1	3	2
54	40	0	0	1000	0	40	-1	3	2
55	40	0	0	1000	0	40	-1	3	2
56	40	0	0	1000	0	40	-1	3	2
57	40	0	0	1000	0	40	-1	3	2
58	40	0	0	1000	0	40	-1	3	2
59	40	0	0	1000	0	40	-1	3	2
60	40	0	0	1000	0	40	-1	3	2
61	40	0	0	1000	0	40	-1	3	2
62	40	0	0	1000	0	40	-1	3	2
63	40	0	0	1000	0	40	-1	3	2
64	40	0	0	1000	0	40	-1	3	2
65	40	0	0	1000	0	40	-1	3	2
66	40	0	0	1000	0	40	-1	3	2
67	40	0	0	1000	0	40	-1	3	2
68	40	0	0	1000	0	40	-1	3	2
69	40	0	0	1000	0	40	-1	3	2
70	40	0	0	1000	0	40	-1	3	2
71	40	0	0	1000	0	40	-1	3	2
72	40	0	0	1000	0	40	-1	3	2
73	40	0	0	1000	0	40	-1	3	2
74	40	0	0	1000	0	40	-1	3	2
75	40	0	0	1000	0	40	-1	3	2
76	40	0	0	1000	0	40	-1	3	2
77	40	0	0	1000	0	40	-1	3	2
78	40	0	0	1000	0	40	-1	3	2
79	40	0	0	1000	0	40	-1	3	2
80	40	0	0	1000	0	40	-1	3	2
81	40	0	0	1000	0	40	-1	3	2
82	40	0	0	1000	0	40	-1	3	2
83	40	0	0	1000	0	40	-1	3	2
84	40	0	0	1000	0	40	-1	3	2
85	40	0	0	1000	0	40	-1	3	2
